place_id,name,rating,reviews,main_category,workday_timing
ChIJrzILmmbTpw0RD996gMZd7Pc,La boutique du café,4.8,56,Cafe,7:15 AM–9 PM
ChIJcSt60cHSpw0RvO0PPYB1xXI,Casablanca Business Center,4.3,3,Office space rental agency,8:30 AM–6:30 PM
ChIJGRnLwQYtpg0RWZ5-MbsIbzw,Work Place Business Center,4.8,6,Business to business service,Open 24 hours
ChIJl-tIbRAtpg0R6mbnW2eYRtk,Le 113 Lounge,3.1,32,Coffee shop,7:30 AM–2 AM
ChIJW7QinOwspg0R5jnhspBvy-o,Facilities Business center,3.9,27,Office space rental agency,
ChIJWVle3PTTpw0R82PVzV8lnEE,Regus Rue Ibn Hamdisse,0.0,0,Office space rental agency,Open 24 hours
ChIJ3TkdNH_Tpw0RqfP10mD_64U,Workup Business,5.0,8,Virtual office rental,8:30 AM–7 PM
ChIJJeriOvDSpw0RLdHO1eYMpIE,JAWJAB,4.2,15,Media company,
ChIJv5qgApjSpw0R_OgTTj-l-kY,MULTISERVICES.MA,4.0,1,Website designer,8:30 AM–6:30 PM
ChIJkwsbBdjTpw0Rp1GiA5bhflo,CASA BUSINESS TOWERS,5.0,4,Government office,8:30 AM–6:30 PM
ChIJxa8RTvrTpw0RFcQXJSSOL64,BEX Coffee,4.0,272,Coffee shop,8 AM–12 AM
ChIJ4xuOyIDTpw0REAAZqeM2CPo,Boostcoffee Ghandi,4.1,247,Coffee shop,7 AM–11 PM
ChIJy25OwZDTpw0Rp8xgAO2x-6I,Boost Coffee Abdelmoumen,3.9,501,Coffee shop,9 AM–12 AM
ChIJST90YJPSpw0R2Qx_4SyPIzU,Bondi Coffee Kitchen,4.2,852,Cafe,9:30 AM–9 PM
ChIJWfq4WAAtpg0RiBcHAX_Ibk8,Centre d'Affaires Tour Végétale Jasmin,5.0,1,Corporate office,8:30 AM–7:30 PM
ChIJQ42eD7rTpw0RJZkseYCFyGw,Bloom Books & more,4.9,142,Book store,10 AM–8 PM
ChIJUVV_h43Spw0RCJ_CWOJYRCk,Melliber Casablanca Hotel & Appart Hotel,4.0,764,Hotel,
ChIJJ-xH8tVGWBQRO4EppxV-qZc,Chefchaoun,4.4,439,Coworking space,10 AM–10 PM
ChIJ2Y3fZgUnCw0RqPI4jfrQYiA,Restaurant Green Space,4.4,47,Restaurant,9 AM–11:30 PM
ChIJAzHfQqtJIgwR7KsyYtGC2-M,Edu location,0.0,0,Education center,Open 24 hours
ChIJQ9FDb2xJIgwRpFZ61uKyNec,Centre Tirage,5.0,1,Community center,9 AM–7 PM
ChIJucbAhEFJIgwRz5C3c4NyXsM,Dakhla Factory,5.0,9,Digital printing service,9 AM–7:30 PM
ChIJ--fc57tJIgwRk5N-0OrpQaQ,Agence orange Dakhla,4.0,2,Community center,
ChIJI8OWrpBJIgwRmUfDz6GnJQM,WISTERIA.DIGITAL,0.0,0,Software company,
ChIJ80b_EKhJIgwRuHakgC8Fmgk,The Shortcut Studio,0.0,0,Marketing agency,11 AM–7 PM
ChIJa42ebZdJIgwRvS0kcEz6Lxk,Adcreative - Agence de Marketing Digital,0.0,0,Marketing agency,10 AM–7 PM
ChIJja2xl8JVkFQRRt7VUDDpdm0,The Pioneer Collective - Tacoma,5.0,77,Coworking space,9 AM–5 PM
ChIJJXYtEtxboA0RBk9n9KrZpZI,IM.coworkspace,5.0,38,Coworking space,10 AM–10 PM
ChIJtUUcZoNFoA0R56bXDfQ1fws,Business House Academy,5.0,57,Business to business service,9 AM–10:30 PM
ChIJgepmIQBboA0RJIKjhOmVrps,Coskillup,4.5,2,Coworking space,9 AM–9 PM
ChIJnTCKoX6Lnw0R_GNm_0X3JxU,JK BUSINESS CENTER,4.8,6,Coworking space,8 AM–10 PM
ChIJV-rsLgBboA0RoHo2rFWMXC8,CoWorking Space - WorkZone,0.0,0,Coworking space,
ChIJ59QEvcqLnw0RSa7jxuSE780,YOU LEARN,5.0,2,Coworking space,9 AM–9 PM
ChIJhfc6MmFboA0RFsLUpVqXKJY,ITec Zone Business Center,5.0,1,Business center,9 AM–7:30 PM
ChIJOalheZlboA0R7kE0I5ZNFrE,BUREAUX SAFAE,4.3,12,Office space rental agency,Open 24 hours
ChIJIU55RQ9DCw0RGwYTRfYIWdE,Tiny Tetouan,5.0,10,Coworking space,9 AM–7 PM
ChIJm2Ofv6EdqQ0RH7W3jpttrEo,MoSpace,5.0,3,Business center,8 AM–8 PM
ChIJexJyvCUdqQ0RcZxZsZXSqNM,wwao co-space,5.0,5,Coworking space,10 AM–8 PM
ChIJO8Z6gpMfqQ0RjXpG0pFoB6g,Minassat El Jadida,4.0,4,Education center,9 AM–4:30 PM
ChIJ5aMVY3QdqQ0ReEt77Yk9K4g,Western Educational Services and Training/West Co-Working,5.0,15,Education center,9:30 AM–9 PM
ChIJGbQHfRcfqQ0RYyguo9rxE9o,CENTRE D'AFFAIRES LA FLÈCHE D'OR,5.0,1,Business center,9 AM–5 PM
ChIJaQ4uKuMfqQ0RzB9BSTFAqZ0,InnerRoom,0.0,0,Virtual office rental,9 AM–9 PM
ChIJw_8zdzkfqQ0RU8_zhl58fBs,Le Colloque,3.8,79,Coffee shop,5 AM–12 AM
ChIJy6m5wFucYE8Rzyhgw8IF9fU,Study and work in Europe,0.0,0,Coworking space,Open 24 hours
ChIJuTnqqeZLmA0RVwzJv6pIwOQ,Chambre de commerce d industrie et de services Errachidia,5.0,1,Government office,
ChIJ4zc-iUtLmA0Rcc8Sgr9RppI,Focus Lab,5.0,4,Advertising agency,9 AM–8 PM
ChIJW7wMAsNLmA0R2Un4lq1yBZc,Province Lotissement,3.3,12,Housing association,
ChIJ5c9vIX1LmA0RgZx-rOQsqrc,Centre Studyrama,5.0,4,Training centre,
ChIJGRPEOtJLmA0RxP1YSAxTKfU,3 Mars Open Space,4.0,1,Park,
ChIJGV4p_2lLmA0RaZyHkIoSuw0,"Work Academy Private : Formation, Support And Support School And Learning Des Langues.",3.7,3,Learning center,3–10 PM
ChIJU87uTGA1mA0RAYvdEFBRCVY,Moove Morocco (The Moroccan Organization of Volunteer and Education),3.0,1,Cultural association,
ChIJy311s3ZLmA0Ry3A6BDcvrRw,Centre AGORA de copie & impression- مركز أغورا للنسخ والطباعة,3.0,1,Typing service,Open 24 hours
ChIJ9St8EwBLmA0RJ8g7oGid9yo,Bureau communal d'hygiène المكتب الجماعي لحفظ الصحة,4.0,2,Government office,
ChIJrV7NMIRKmA0RPpZXctnRRcU,National Agency for the Promotion of Employment and Skills,4.3,16,Employment agency,10 AM–4 PM
ChIJhVW4QwBLmA0Rh84H_WHjSk8,ATLAS Resources,0.0,0,Community center,
ChIJy2DMMhVLmA0RF_cajiLCBDM,Errahelp centre appel Allo khadamate,0.0,0,Call center,Open 24 hours
ChIJ27A0LRhLmA0Rx1MFSX9IVKg,Agence Nationale de promotion de l'Emploi et des Compétences,0.0,0,Agenzia Entrate,
ChIJLa7JxjKarQ0RA5ep737fi2U,Atlantic Hostel,4.4,653,Hostel,
ChIJV_6KMEObrQ0Rvxp9rw1Cjfc,WORK AND BEACH MOROCCO,3.7,3,Hotel,
ChIJywZIZzaLnw0RYg1UHd1wMHI,CoCreate,4.9,46,Coworking space,9 AM–11 PM
ChIJHZbjT8qLnw0RBcCxBdekYOU,O'work,4.9,65,Coworking space,9 AM–11 PM
ChIJ-zW5MwCLnw0R5KQy3B713wk,ZENITH coworking space,4.6,27,Coworking space,9 AM–1 AM
ChIJB_f9egCLnw0R8G-X1lTJs6U,Good Work,5.0,4,Coworking space,8:30 AM–10:30 PM
ChIJYamyjUCLnw0R1prulbh-U7A,Al Fihriya Birdies Coworking Space,4.0,3,Corporate office,9 AM–6 PM
ChIJUV-t4W-Lnw0RlGNIo0y6wP4,17EME SENS,4.8,6,Wellness center,"9 AM–1 PM, 2–8 PM"
ChIJt1SwdvqNnw0RCUhC30t6wFQ,Creative Space,0.0,0,Business center,9 AM–6 PM
ChIJ-0nUivT1nw0R7FAxfpHb2S4,The Anou Cooperative,5.0,339,Craft store,10 AM–10 PM
ChIJN26Q-i9_DA0RarXgmhOeOVY,"Regus - Tangiers, Ibn Batouta Bureaux",3.4,28,Office space rental agency,Open 24 hours
ChIJqz5mG4rrrw0RToqd5cDjBlk,Emerging Business Factory - EBF,4.7,99,Coworking space,9 AM–6 PM
ChIJy37Ekv7hMWoREsgzFxH4HqY,منزل للكراء مدينة الفنيدق,0.0,0,Virtual office rental,
ChIJ27A3p8EDtQ0R0Zl04WuJQLg,al-mousharaka coworking,0.0,0,Coworking space,
ChIJTz5K8WGRnQ0R5gP0dHltNAM,"Complexe Amazone Guercif : Hôtel, Café & Restaurant, Aire de Jeux & Piscine",3.7,40,Hotel,
ChIJa74gQgCTnQ0R3AhKwpRwTKs,Ste k&k emballage,5.0,2,Digital printing service,8 AM–7 PM
ChIJqbs02E2TnQ0R0qPabeSbO_8,La Grande Place 6 Novembre,4.3,48,Garden,Open 24 hours
ChIJwwayLLyTnQ0R5p9HL-3XT98,FORMATOR CENTER PRIVE Sté,0.0,0,Business center,
ChIJV3e_OQCTnQ0RQoY-ofaV9nI,Place publique ساحة عمومية,5.0,1,Garden,Open 24 hours
ChIJX_ajutuTnQ0RTeFFkb7KOqY,Cabinet Kinezia عيادة الترويض الطبي والعلاج الفزيائي,5.0,7,Physical therapist,9 AM–7 PM
ChIJaziiEoeTnQ0RQls83IXMbGg,CENT SOLAIRE AZAHOUM,0.0,0,Registry office,
ChIJSbwFJS2TnQ0RRlH-likTPlY,Sté Print'Est,0.0,0,Commercial printer,9 AM–8 PM
ChIJw9Uvjh-TnQ0R3D8EEvBsstA,جمعية الثقافة الرقمية_جرسيف,0.0,0,Cultural association,9 AM–9 PM
ChIJYU-8nc2TnQ0R7e4PgjSYZ6k,Salle de jeux,0.0,0,Video game rental kiosk,Open 24 hours
ChIJ_RT-2LmTnQ0Rein4CCZm0do,GUERCIF MEDIA,0.0,0,Media company,8 AM–8 PM
ChIJIxXKQfbXoQ0R3fXpgA1evO0,AIESEC Ifrane Office,5.0,2,Non-governmental organization,
ChIJnS5FWQDXoQ0RWz1SCBON7LE,Business Office,0.0,0,School district office,
ChIJXzlD4zLXoQ0RjZ88HjGpAsI,Building 9,0.0,0,Business administration service,
ChIJr1dr2OXXoQ0RZxlf1Gao3EA,Services Alwaha,0.0,0,Photography studio,
ChIJYW095kTXoQ0RZQSlyoW4AlY,Building 8/B,0.0,0,University,
ChIJTzKTDJiK12MRVb2Th5xjK9c,services digitales,0.0,0,Digital printing service,
ChIJzdh6JzTTdQ0RTT1aEuMWwxg,Cafe Espace Imzouren,4.1,67,Cafe,6:30 AM–1 AM
ChIJF5Jt6K7TdQ0Rpk26CjlIat4,Imzouren pc print,4.4,7,Print shop,9:30 AM–8 PM
ChIJMcMDvErTdQ0RBcezjuLxP70,Café Espace Granja,4.4,14,Cafe,7 AM–1:30 AM
ChIJqbeh6BTTdQ0RI_twISUA0NQ,Site imzouren,0.0,0,Corporate office,
ChIJf7xsUErTdQ0RlTExDwLqMZM,Salle Couverte d'Imzouren,4.1,53,Basketball court,
ChIJlfJJYbUsdA0RwR6EXMeSnAY,Salle Couverte De Imzouren,4.1,11,Basketball court,
ChIJtQ_fZKHTdQ0Rz_NXU2WRhVI,commercexpress,0.0,0,E commerce agency,
ChIJa-hRKiDTdQ0RasLYzirQQGg,Parcelle,0.0,0,,
ChIJW_67JTTTdQ0RkjgPD5--QCA,Commune Urbaine d'Imzouren ⵜⴰⴳⵔⴰⵡⵜ ⵜⴰⵖⵔⵎⴰⵏⵜ ⵏ ⵉⵎⵣⵓⵔⵏ,3.0,2,Civic center,
ChIJ3UZdAGYxdA0RtmgxbnN1DUg,Rue imzouren,0.0,0,Hotel,
ChIJybh-Os5aoA0Rb1fWKPB_iSQ,Espace Aya,3.3,21,Coffee shop,6 AM–11 PM
ChIJKS_g4e5Zpw0RhfJ04Tj9K0U,YSO work space,5.0,17,Coworking space,8 AM–6 PM
ChIJzwNgohh9eA0REaTo61eY8V0,Yello Coworking AlQods - Oujda,5.0,47,Coworking space,
ChIJgdJPK5Rspw0RT2cDgoUdb78,Espace de coworking rabat et centre d'affaires -MARBAH BUSINESS CENTER,4.3,35,Coworking space,9 AM–6 PM
ChIJ9_wzXdoTpw0RlXkA7brSl_o,Co & More,4.8,17,Coworking space,8 AM–7 PM
ChIJw1IvpjATpw0RnfrkdioKAMM,Over Solutions Maroc,4.5,13,Coworking space,8:30 AM–5:30 PM
ChIJw1sKzQhjeA0RtDYYS4_sQlM,Yello Coffee & Coworking Aswak Assalam - Oujda,4.5,20,Coworking space,7 AM–12 AM
ChIJi1aCK9vzow0RTQPzSZTaxKQ,WeWork - Coworking & Entrepreneuriat Space,0.0,0,Coworking space,9 AM–11 PM
ChIJTe9V60ZleA0Rs75A9L5CEs4,Ayin coworkin,4.5,2,Coworking space,7 AM–11:30 PM
ChIJwROb_ohspw0RuW5ZxKUMVEM,Moroccan Center for Development Initiatives (CMID),5.0,1,Coworking space,
ChIJ9WUFWKgTpw0Rr4jALEtID5w,"Regus - Rabat, Mahaj Hay Ryad",3.3,30,Office space rental agency,Open 24 hours
ChIJS5-7ko5spw0RW7RfJWhNlks,"Regus - Rabat, Agdal",3.0,26,Office space rental agency,
ChIJ939cybB1pA0Rf4nFpBVq7Cw,Elmazraa,0.0,0,Coworking space,
ChIJzXCkE7RZpw0RfLlcUtTEgHk,Link coworking space,3.0,2,Coworking space,9 AM–8 PM
ChIJMzX5nHLvrw0RjW9SLW36iGQ,M BUSINESS - Your workspace 2.0,4.5,4,Coworking space,
ChIJBaRqEI7Spw0RTw2fpi7CguQ,WORKNSHARE Maroc,5.0,1,Virtual office rental,9 AM–6 PM
ChIJB90UTYbFDA0RoVBFmMs3UrY,Gem Space Co-work & Delivery,5.0,12,Coworking space,9 AM–6 PM
ChIJC8Pc1DLtrw0RmG4PbLL4d_M,Le 503,0.0,0,Coworking space,
ChIJ63rqMJDurw0R0npHo251pTw,The Spot,4.5,201,Coworking space,
ChIJzcyIxPNZpw0RkQ9cZzljnV0,Creative Perception Center,4.8,20,Coworking space,9 AM–9:30 PM
ChIJOb3YkZVZpw0RWhiqOGXozk4,Clockwise Office,5.0,58,Coworking space,9 AM–8 PM
ChIJyaelaOlXpw0RMlKjrCEA598,Univers Advice,4.9,22,Coworking space,9 AM–8:30 PM
ChIJa7uaXu5Zpw0RqkN8fEe6uWk,La capitale kenitra Mimosas,3.9,32,Business center,8:50 AM–5:50 PM
ChIJUWHewfDQjQIRI9Pi5Hj8pBQ,FormaSpace Solutions,5.0,6,Coworking space,"9 AM–12:30 PM, 2:30–6:30 PM"
ChIJmQXbQWFZpw0RFuOpO4frMYQ,T-Land Consulting +,5.0,14,Council,9 AM–7 PM
ChIJHcdxfpVZpw0RSQfhFnjF3uI,Ojc Consulting,5.0,52,Training centre,9 AM–9 PM
ChIJwX8n0oBZpw0Rs0gynh7ZMmI,Le Diplomate : Coffee Work Space,3.7,48,Coffee shop,6 AM–11 PM
ChIJd6DG-eFZpw0RhQqWZMPtGCg,Cofitec,5.0,1,Learning center,"10 AM–12:30 PM, 4–6:30 PM"
ChIJR2eUy9tZpw0RLCfc06JBKko,GM Consulting House,5.0,27,Coworking space,
ChIJQT_kIvkrog0R4aJTJ-1srAs,Espace Services Tasshilat تسهيلات,4.7,7,Shopping mall,"9 AM–1 PM, 3–8 PM"
ChIJlefllWwqog0R-oapF-3YPcI,Agence Urbaine de Khénifra,3.3,4,Government office,
ChIJUaXvUAArog0RCjQnkBJV8vY,Gaming zone khenifra,5.0,2,Escape room center,
ChIJ1TRJrn0rog0RuysKF-eUHPY,البيع و الشراء في الكورس,5.0,1,Shop supermarket furniture store,9 AM–5 PM
ChIJDV3NdWsqog0Ru_k_Dn-66Xk,Insta-Pub Khènifra : Tous Travaux d'Impression et Publicitè,4.2,5,Commercial printer,9 AM–7 PM
ChIJjUY4cgArog0RQSRYLDAm9Pw,Espace élégance,1.7,3,Coffee shop,
ChIJFRMTcwArog0RIMxLtsgzVDE,مكتبة,5.0,3,Library,9:30 AM–9:30 PM
ChIJF8hQ2fQrog0RIyf9N4Wd5og,Espace Services Tasshilat,0.0,0,Money transfer service,8 AM–8 PM
ChIJe0QFBAAnpA0Rf1FXr4_kCCg,إتقي الله,0.0,0,Coworking space,
ChIJDS1G1uOdpg0RpX05Li5pHQQ,Espace Hamrokate,4.0,131,Cafe,7 AM–11 PM
ChIJkZFUCCeDpg0RP8Y8p4vzOBU,open shoot,5.0,8,Digital printing service,9 AM–7 PM
ChIJy201RSqdpg0RQdYUjMIiMDw,Speak Up Center - Khouribga,5.0,56,Learning center,9 AM–9 PM
ChIJjYaQQu5NCg0R5Q1lHTmID8w,MAISON SLAOUI,5.0,1,Community center,
ChIJ9y7hQetNCg0Ra88L5XWekx4,Virginia,3.6,63,Cafe,6 AM–12 AM
ChIJu7-iIAJNCg0RAgz8oIFlmiM,مكتبة أوبيدوم,3.5,2,Screen printer,9 AM–5 PM
ChIJxVHjAfVNCg0RojDffyhd8U0,وكالة تحرير العقود,0.0,0,Business administration service,
ChIJ72y8UktTCg0RuAJBDwNn6EI,Soufyan Zara Market,5.0,2,Store,
ChIJP63FXYBNCg0RmuQngypyA4Q,Agence d 'Affaires Mousleh,0.0,0,Corporate office,
ChIJM9dl1ZZNCg0RGx9h_zlDxSk,Agence Immobilière Arena,1.0,1,Real estate agency,
ChIJZRwyQLvPCw0RNQbrrrLgvd8,Service de verre El Arbi Ben Azzouz,4.0,1,Coworking space,
ChIJ3723ayrJCw0RMdQt6UCVViQ,Workplace,0.0,0,Business center,11 AM–8:30 PM
ChIJP1P8HIvrrw0RA9-tdpsXxeE,Team Building par Red Rock International,4.9,127,Event management company,9 AM–5 PM
ChIJ9aDWx8zvrw0RZcL2wUOrU30,MARRAKECH NEARSHORE,5.0,19,Coworking space,7:30 AM–8 PM
ChIJPW9OD5Ltrw0RBkSceui52aw,Atlaspeak - Coworking Space,5.0,4,Coworking space,Open 24 hours
ChIJ1TMEG2rvrw0RbNSNOGaymIs,Rendez-Vous Dar!,5.0,11,Coworking space,9 AM–10 PM
ChIJRZRh5nztrw0Rv9WPOIbwWyM,MATADOM COWORK,5.0,4,Coworking space,9 AM–6 PM
ChIJM1G2urDvrw0R6zhND39g-l8,MTECH Meeting & Coworking Space,4.7,6,Coworking space,Open 24 hours
ChIJrUNQIzLvrw0R84t9XPF8BY4,Sparkech,5.0,3,Coworking space,9 AM–10 PM
ChIJjfFPc93vrw0RELZM0kNWIMk,business center 2.0 : domiciliation juridique - création de société - business plan - formation - Coworking space,5.0,62,Business management consultant,"9 AM–1 PM, 2:30–6:30 PM"
ChIJI7Wtvr76NToRpfUAevrHSbw,The Cowork Spaces - Benz Circle,4.9,392,Coworking space,"12–6:30 AM, 8:30 AM–12 AM"
ChIJk3RuUnhFoA0RTm6jduGvYtI,Qualicia Academy,5.0,14,Training centre,9 AM–6:30 PM
ChIJbZNT1vO_mA0Rva8RNLq1b-4,المركز التقافي,4.0,39,Community center,
ChIJh7dzjQO_mA0RJV_GXGtSYUM,Espace de la Mémoire Historique de la Résistance et de la Libération de Midelt,0.0,0,Local history museum,
ChIJHf88D86_mA0RRBEznHZHbzk,O-T EDGE,0.0,0,Millwork shop,9 AM–8 PM
ChIJ__Roquu3pw0RGLxMX9XWnBg,KidooBois,5.0,1,Coworking space,9 AM–7 PM
ChIJezmyzTu3pw0RphuZr8NCYo0,MY BUSINESS SPACE,4.0,1,Business center,9 AM–5 PM
ChIJLTMNvO62pw0RZS5mee2SsLQ,Space Art,4.2,77,Cafe,6 AM–10 PM
ChIJ0cgNDnRrpw0RA4AHLoetauU,Emath Jabrane,0.0,0,Private tutor,5–9 PM
ChIJZwJpe2y3pw0RjjrwjlxlUBU,My Smart Office Mohammedia,0.0,0,Coworking space,
ChIJi6bYCPundw0R7UVspS4I3zU,Le Financiator,2.3,3,Business center,8:30 AM–11 PM
ChIJ3WTGCfUbuw0RrFEeF_97mek,best content and service,5.0,1,Coworking space,8:30 AM–12 AM
ChIJzVjvYEERuw0RdS6nXjYD0Tg,Anwal Coffee Kitchen,5.0,82,Coffee shop,8 AM–11 PM
ChIJYdP3zqcbuw0REs7TDYZqGl8,المنتزه ورزازات,5.0,1,Corporate office,
ChIJ7eJkdHMQuw0RGU3XR29_43g,Commlab,4.9,45,Advertising agency,9 AM–5:30 PM
ChIJJwY9A5wbuw0RjoNsjXsS0fk,CLA Studios Ouarzazate,3.9,307,Movie studio,9 AM–7 PM
ChIJFZlXdG8ReAkRR_vqfpcAutM,best content and service,0.0,0,Coworking space,9 AM–10 PM
ChIJJQ-FC_sDpA0RUlChfV4lc1o,Espace Comaco,4.0,21,Cafe,
ChIJM5C-55oDpA0RokZU8oKyEbM,MoukawiLab- Oued zem,5.0,4,Non-profit organization,9 AM–6 PM
ChIJt4lZBioDpA0RFEpNH9VokBo,Oued zem Numérique Souary Com,4.8,59,Photo lab,9 AM–10 PM
ChIJ24gw2ykDpA0RgNVCVFlGqDk,ESPACE OAPAM OUED ZEM,0.0,0,Student career counseling office,
ChIJvQB0FNMDpA0RjzJkH08FDy4,Espace Service Makroudi,0.0,0,Fax service,9 AM–6 PM
ChIJE5X4XO7zCg0RsMk8gSvw2js,Imprimerie Print Together,5.0,3,Digital printing service,10 AM–7 PM
ChIJubo8livzCg0RqLD_cgdTyGo,Prestigia : Café & Restaurant,4.7,167,Family restaurant,7 AM–12 AM
ChIJ_6bTB4rtCg0RDjnpRffFRvY,المركز الاجتماعي والثقافي ودعم مبادرات الشباب,3.0,2,Community center,
ChIJwx0Ce3djeA0RUTSHf4RiPQI,Cowork Maniak,4.9,17,Coworking space,8 AM–8 PM
ChIJxQSDZLtleA0RGPYMMRQIcxQ,Lazone - coworking space,5.0,6,Coworking space,9 AM–10 PM
ChIJ_zmLtozXsw0R4w0wo8WvxMM,Espace Services,5.0,6,Library,
ChIJ8ULdB-vXsw0RrZcp4QkRixI,Club.net.work44,5.0,2,3D printing service,9 AM–10 PM
ChIJCfThYUnXsw0RggbhHALVdyM,STE PLUS PUB,5.0,7,Commercial printer,9 AM–7 PM
ChIJZUVjDZXXsw0RhUGFIr3COfg,day Markete,0.0,0,Employment center,7 AM–11:30 PM
ChIJg1eaogXXsw0Rwds86eTx8IY,جمعية اولمبيك للايروبيك والرشاقة البدنية,5.0,1,Finance broker,
ChIJQbGyT2azsw0RZu2Hd3QNBjQ,Manzili Workspace,5.0,4,Coworking space,9 AM–9:30 PM
ChIJ7-QCnIXXsw0RdFqmpbddTXU,Espace Glass,0.0,0,Corporate office,"9 AM–1:30 PM, 3–7:30 PM"
ChIJOzv6Q43Hsw0R1RXihx1mNzc,"HomeWork Southfields, Flexible Workspace & Café",0.0,0,Sacem,
ChIJj6HUyne3sw0RhWwr3OuAJhE,Residence of interprise,0.0,0,Business center,9 AM–7 PM
ChIJHTkXwm1rpw0R-MeYTRxidf8,Coworking Rabat,5.0,18,Coworking space,9 AM–1 AM
ChIJhzkFVgBrpw0R5kIlKlkB9V8,ALX Morocco - Hub Rabat,4.8,13,Coworking space,9:30 AM–12 AM
ChIJg8UP9tNtpw0R5BD3rvnU_CU,Solway Business Center,4.9,35,Coworking space,8:30 AM–6 PM
ChIJNUl2qiptpw0RJ5jYDs6T33E,SMART Win,3.9,20,Coworking space,
ChIJNQmUh48Tpw0RHPoeTpHNE0Y,Le QG,5.0,2,Coworking space,9 AM–8 PM
ChIJDbMhPUJrpw0RJDJGQzUBTRo,El borj Domiciliation | Domiciliation D'entreprise à Rabat Hassan,5.0,17,Coworking space,9 AM–6 PM
ChIJ67DH5LwTpw0R9GQoELBD4gU,NB Business Center,5.0,1,Coworking space,8 AM–6 PM
ChIJS_imTrJykFQRx9jc04GvuzU,thinkspace REDMOND,4.6,41,Coworking space,8 AM–4 PM
ChIJr7keo4xNmlQR-NyudWmxiWE,Leavenworth Community Workspace,5.0,10,Coworking space,Open 24 hours
ChIJR_MMTWrLm1QRDAv6Ls2x1RA,Wenatchee WorkSpace,5.0,5,Coworking space,Open 24 hours
ChIJ5Xg7gXDJuFQRzWD0qLVvi6w,Work-Collective,5.0,70,Coworking space,8 AM–5 PM
ChIJXZXGrCHdYVMRnwARDcKojIU,Liberty Lake Coworking,5.0,29,Coworking space,8 AM–4:30 PM
ChIJZRFbQVgKlVQRdcyDps2e2sQ,Urban Office Place,4.7,38,Coworking space,9 AM–5 PM
ChIJ54pV_zjHuFQR9Zjpqh39njM,The Green House Co-Working Space,4.6,10,Coworking space,8 AM–5 PM
ChIJZ0XE8JQNlVQRcTKeuvg3gEE,VIDA Coworking - Beaverton,5.0,28,Coworking space,9 AM–5 PM
ChIJWZpDacWhlVQREpf_my9Dt9I,VIDA Coworking,5.0,64,Coworking space,9 AM–5 PM
ChIJt4V3FGEYnlQR6E14pcObm0A,Fellow Coworking,4.7,32,Coworking space,8 AM–5 PM
ChIJW2hizMIfwVQRi8U39Mzfa7A,The District Coworking and Flex Office,4.8,34,Coworking space,8:30 AM–5 PM
ChIJc1BQAVPHuFQRUSRYkgTWl3A,The Haven Coworking,4.9,63,Coworking space,8 AM–5 PM
ChIJkayH1LHJuFQRP-faoSBtWX4,Embark,5.0,19,Coworking space,8 AM–5 PM
ChIJzQTlHQsKlVQRW2I-0J80nyc,openHAUS coworking + shared workspace,4.7,63,Coworking space,9 AM–4 PM
ChIJWbN0IucMlVQR5O_iRZzMHRk,CoLab Coworking,4.8,16,Coworking space,8 AM–6 PM
ChIJpVqWWHhzlVQRzSLGf54vNVs,Office Depot Coworking,5.0,4,Coworking space,7:15 AM–9 PM
ChIJq6rq8fZ5mFQRZTGY4BnFjXs,Work Space 2.0,0.0,0,Coworking space,7 AM–9 PM
ChIJnftz60oNlVQR1ntfVJ8-psc,Genesis Workspace,5.0,9,Office space rental agency,9 AM–4:30 PM
ChIJrcImHLGolVQRK2eD-XR3QjY,CoLab Coworking,4.5,37,Coworking space,8 AM–5 PM
ChIJoehT2oQZnlQR7G8liGBBCZw,The 808 Coworking,0.0,0,Coworking space,5 AM–7 PM
ChIJIfn1REYhrA0R7WRN9qTEqgw,SAFI COWORK,0.0,0,Coworking space,
ChIJrZtwL28hrA0Rj_A0LIw8sJA,SAFI COWORK,5.0,13,Coworking space,
ChIJVRTZyQH_v1QRDYcNUHQTyP8,Co.W,4.7,29,Coworking space,Open 24 hours
ChIJPUm4pGz_kFQR6upL4_IUwSM,Mosaic Collaborative,5.0,2,Coworking space,9 AM–5 PM
ChIJAQB8H9Thk1QRzGYNrW-Ani8,Chehalis Coworks,4.9,9,Coworking space,8 AM–10 PM
ChIJkbx8yE7Nm1QREfaCUltYIhc,Mission St Commons,4.8,6,Coworking space,Open 24 hours
ChIJAbuxGALXmVQRDDBnBWbD7OA,North Town Shared Space,5.0,1,Event venue,8 AM–8 PM
ChIJhdXfyfRrolQR0rhLO6HsfUU,Kindling Coworking,4.0,3,Coworking space,9 AM–5 PM
ChIJWa4nHup6mFQRRxzs31e_ttY,FUSE Business and Community Accelerator,4.3,33,Business center,9 AM–4 PM
ChIJFQF6FfZ5mFQRzOXBypMDETw,Connect Workplace,4.6,17,Office space rental agency,9 AM–4 PM
ChIJ10TkGUb8kFQRcYEmR_7l3zM,South Hill Park Professional Center,4.6,59,Business center,
ChIJb5I1wOT6kFQROfbzH2NfmNI,Junction,4.3,197,Business center,
ChIJobw-JtZtmFQRPu3wCV-msCQ,WORK SPACE 2.0,0.0,0,Coworking space,8 AM–5 PM
ChIJkxZom-RlmFQRRvaMv3QGKzY,Flex Space Business Centers,5.0,1,Business park,
ChIJYT7VnRD8kFQR6jM4GuNBQT4,Meridian professional Center,4.0,30,Business center,
